,Title,Title_Entity,Title_Salience,Description,Description_Entity,Description_Salience
78,edibl anus chocol mold,['chocol mold'],[1.0],you'r realli naughti chocol lift lid box edibl anus box contain 6 anus shape chocol made solid milk chocol pleas warn adult novelti chocol suitabl children like know eat haha warn contain milk soya lecithin may also contain trace nut food item nonreturn affect statutori right edibl anus first saw light day 2006 london artist magnus irvin made rang multicolour chocol present exhibit ensu show met form partnership mr ritzema tall man dutch desent sinc two work togeth make rang product avail today initi mr irvin tri cast anus messi disastr result whilst explain failur chanc acquaint bus stop gratifi find fellow bus passeng will allow cast anus job done half hour later afternoon subsequ anus base cast matter interest person kind donat servic idea anus gone global chocol glass metal anus sinc appear exhibit unusu high street retail whilst chocol anus bought decern custom world ring succul chocol love cast craft delect posterior stun butt model luxuri chocol uniqu manufactur entir uk watch grandma face light unwrap home select chocol crack perfect gift famili bustin taboo sinc 2002 believ edibl anus help break cultur boundari race class gender sexual orient amus easili digest way preserv sell fresh chocol,"['lift lid box edibl anus box', 'anus shape', 'milk chocol pleas', 'magnus irvin', 'anus', 'children', 'bus passeng', 'anus', 'trace nut food item', 'milk soya lecithin', 'chocol', 'irvin', 'mr', 'partnership mr', 'exhibit', 'tri', 'work togeth', 'disastr result', 'bus stop', 'show', 'desent', 'anus', 'anus base', 'interest person', 'gratifi', 'anus job', 'chocol', 'rang product avail', 'unwrap', 'love cast craft delect posterior stun butt model', 'gift famili', 'grandma', 'london', 'chocol anus', 'anus', 'easili', 'cultur boundari race class gender', 'orient', 'luxuri chocol uniqu manufactur entir uk', 'exhibit', 'street', 'retail', 'world ring', '2006', '2002', '2002', 'two', '6', '2006']","[0.11728054285049438, 0.0720752403140068, 0.0720752403140068, 0.047644682228565216, 0.04624573513865471, 0.04058515280485153, 0.03427153453230858, 0.031810957938432693, 0.027890831232070923, 0.027890831232070923, 0.022096486762166023, 0.021748580038547516, 0.021748580038547516, 0.021485313773155212, 0.021485313773155212, 0.019126512110233307, 0.019126512110233307, 0.019126512110233307, 0.019126512110233307, 0.01889466866850853, 0.01889466866850853, 0.01796087436378002, 0.01756090484559536, 0.01756090484559536, 0.016521012410521507, 0.01612235978245735, 0.015512862242758274, 0.01516697183251381, 0.013258333317935467, 0.013258333317935467, 0.013258333317935467, 0.012625103816390038, 0.011206506751477718, 0.009743670001626015, 0.009743670001626015, 0.009295083582401276, 0.009295083582401276, 0.009295083582401276, 0.007854063995182514, 0.0066369459964334965, 0.005831160582602024, 0.005831160582602024, 0.005831160582602024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79,bubblegum stuff cat selfi,['bubblegum stuff cat'],[1.0],take purrfect catselfi made easi kitti companion pur n pose one sight hang bell – rest instagram histori ring bell revers compat smartphon,"['catselfi', 'sight hang bell', 'companion pur n', 'histori ring bell revers', 'smartphon', 'instagram', 'one']","[0.47899603843688965, 0.15588732063770294, 0.14802227914333344, 0.10587316751480103, 0.0827229917049408, 0.0284982081502676, 0.0]"
80,booz ball – booz fill ornament,"['ball', 'ornament']","[0.5906979441642761, 0.4093020260334015]",merri bright holiday season booz fill ornament hang tree put mini tree mini bar fill favorit whiski wine vodka gin sure hit imagin holiday offic parti friend christma famili gettogeth ornament peopl laugh grab ball drink merri basic fcking willi wonka christma alcohol know realli hang year round amaz booz fill ornament come pack 6 you'r gonna need least three realli get parti start children hang high tree like check christma ornament decor,"['fill ornament', 'tree', 'holiday season', 'tree', 'bar', 'realli', 'realli', 'ball drink', 'gettogeth ornament peopl', 'holiday offic', 'vodka gin', 'friend', 'tree', 'booz fill ornament', 'alcohol', 'check christma ornament decor', 'children', 'round', ""you'r"", 'three', '6']","[0.1802741140127182, 0.1691734790802002, 0.13844993710517883, 0.06849993765354156, 0.05534131079912186, 0.03986138105392456, 0.03891527280211449, 0.03820076212286949, 0.03820076212286949, 0.037744276225566864, 0.037744276225566864, 0.037744276225566864, 0.023283062502741814, 0.020570266991853714, 0.01916363649070263, 0.018702814355492592, 0.018702814355492592, 0.011763808317482471, 0.007663812022656202, 0.0, 0.0]"
81,essenti oil diffus – dumpl diffus smoko,['oil diffus'],[1.0],introduc essenti oil diffus shape cute smile dumpl product made smoko offer 7 differ mood light provid therapeut support help revit reliev stress find natur balanc diffus use pure essenti oil creat restor aroma condit air spread fragranc cute function design dumpl diffus make fantast gift friend famili choos 7 differ color bright dim mode match style decor auto cycl color make great accessori home offic bedroom babi room etc smart timer auto shutoff – easili swap 1 3 6hour continu mode creat even essenti oil distribut like diffus boast 300ml water capac waterless autooff function safer function trust qualiti guarante – ultim provid 100 satisfact dumpl diffus back 1 year manufactur warranti contact us issu order respons solut,"['dumpl diffus', 'essenti oil', 'offer', 'smile dumpl product', 'revit reliev stress find natur', 'therapeut support help', 'color', 'oil creat', 'mode match style decor auto cycl color', 'fantast gift friend famili', 'air spread', 'aroma', 'home offic bedroom babi room', 'timer auto shutoff', 'autooff function', 'water', 'manufactur warranti', 'qualiti guarante', 'function trust', 'accessori', 'order respons solut', 'diffus', 'mode creat', 'oil distribut', '6', '300', '7', '1', '3', '100', '1', '7']","[0.20273886620998383, 0.12578411400318146, 0.1022988110780716, 0.1022988110780716, 0.040212880820035934, 0.040212880820035934, 0.03142615035176277, 0.031048670411109924, 0.028875451534986496, 0.02766336500644684, 0.027330316603183746, 0.027330316603183746, 0.025413265451788902, 0.025413265451788902, 0.023923667147755623, 0.021845869719982147, 0.019690094515681267, 0.019216524437069893, 0.019216524437069893, 0.015107222832739353, 0.013491474092006683, 0.011344635859131813, 0.009642526507377625, 0.008474300615489483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82,boob christma tree ornament,['boob christma tree ornament'],[1.0],beauti boob christma tree ornament time holiday season need someth sexi feminin tree ornament perfect everyon love boob tree definit order one forum novelti ornament measur 6 x 6 x 6 inch pretti big plan rrate tree check ornament blog post boob christma tree ornament go perfect alcohol booz ball,"['boob christma tree', 'novelti ornament', 'someth sexi feminin tree ornament', 'forum', 'boob tree definit order', 'everyon', 'plan rrate tree check ornament blog post boob christma tree ornament', 'ball', 'alcohol', 'one', '6', '6', '6']","[0.37632355093955994, 0.11681467294692993, 0.11548451334238052, 0.08392541110515594, 0.08392541110515594, 0.08294953405857086, 0.05723978206515312, 0.04166856408119202, 0.04166856408119202, 0.0, 0.0, 0.0, 0.0]"
83,mini close terrarium keychain,['terrarium keychain'],[1.0],check ador mini close terrarium keychain keychain contain coral cactus close insid littl clear dome live breath cactus put keychain care littl suckl grow replant mini close terrarium live capsul 3 month littl depend fast grow easi water tini hole bottom locat root keychain includ care card caricatur care magnet also includ 2week plant health warranti make excel christma gift addon holiday gift stock stuffer great hipster,"['terrarium keychain keychain', 'coral cactus', 'insid', 'dome', 'water tini', 'breath cactus', 'terrarium', 'keychain care littl', '2week plant health warranti', 'hipster', 'christma gift addon holiday gift stock stuffer', 'root keychain', 'care card caricatur care magnet', '3', '2']","[0.3451194763183594, 0.09010941535234451, 0.07965850830078125, 0.07965850830078125, 0.07965850830078125, 0.07211680710315704, 0.06257792562246323, 0.0582750029861927, 0.038545094430446625, 0.027154723182320595, 0.027154723182320595, 0.02286321297287941, 0.01710808277130127, 0.0, 0.0]"
84,bob ross talk bobblehead,"['bob ross', 'talk bobblehead']","[0.7983086109161377, 0.20169135928153992]",bring sooth sound bob ross joy paint home offic one mini bob ross talk bobblehead kit includ 4″ bobblehead figur play 10 differ wise witti say art master mini easel book featur 30 ross landscap work display alongsid bobblehead figur,"['art master mini easel book', 'bob ross joy paint home offic', 'bobblehead', 'bob ross talk bobblehead kit', 'work display', 'bobblehead figur', 'witti', 'one', '10', '30', '4']","[0.2790619134902954, 0.21415498852729797, 0.1613340526819229, 0.1488133817911148, 0.07527486979961395, 0.07007212936878204, 0.05128864198923111, 0.0, 0.0, 0.0, 0.0]"
85,gameboy refriger,['gameboy refriger'],[1.0],larg magnet screen 16 inch 12 inch remov – fridg mark fit refriger size – mini fridg well dri eras friend whiteboard – wash right marker includ set 6 magnet make refriger look like favorit 80 video game consol freezerboy magnet set avail fridg size magnet set transform kitchen vintag geek shrine dryeras magnet turn fridg giant game system readi it button push give tap dpad along jab button you'll readi crack open freezer search frosti beverag great gift gamer geek nerd boyfriend unlik perman fridg sticker decal magnet 100 remov leav mark magnet set also fit fridg size well dishwash laundri machin note custom comment receiv magnet set miss magnet set pleas contact seller ship miss piec right away,"['refriger size', 'mark', 'magnet screen', 'magnet', 'fridg', 'marker', 'kitchen vintag geek shrine dryeras magnet', 'consol freezerboy magnet', 'fridg size magnet', 'friend whiteboard', 'video game', 'refriger', 'jab button', 'freezer', 'game system', 'button push', 'fridg size', 'magnet', 'mark magnet set', 'dpad', 'magnet set pleas contact seller ship miss', 'sticker decal magnet', 'comment', 'piec', 'gift gamer geek nerd boyfriend', '12', '16', '80', '100', '6']","[0.12256693840026855, 0.12256693840026855, 0.09962793439626694, 0.0644579604268074, 0.05505194142460823, 0.048543378710746765, 0.044546350836753845, 0.04245932027697563, 0.04245932027697563, 0.039106585085392, 0.0330437570810318, 0.029466455802321434, 0.02807367406785488, 0.02807367406785488, 0.02689448930323124, 0.024705639109015465, 0.023256715387105942, 0.021838931366801262, 0.021235821768641472, 0.018907638266682625, 0.014914107508957386, 0.013742967508733273, 0.013112182728946209, 0.013112182728946209, 0.008235101588070393, 0.0, 0.0, 0.0, 0.0, 0.0]"
86,crunch cup cereal go,['crunch cup cereal go'],[1.0],product crunch cup plastic cup store cereal love cereal need crunch cup cereal go tire eat cereal bore bowl spoon plastic cup store cereal milk separ drink crunch cup cereal milk pour togeth creat best crunchi cereal breakfast experi ever take cereal go car school bus camp crunch cup compris two contain one cereal one milk hold 10 ounc milk 30 gram cereal cruch cup cereal go best breakfast accessori add kitchen,"['store cereal', 'cereal', 'cup', 'product crunch cup', 'crunch cup cereal', 'cereal', 'cup', 'tire', 'breakfast experi', 'separ drink crunch cup cereal milk', 'milk', 'bowl spoon', 'milk', 'cup cereal', 'milk', 'breakfast', 'kitchen', 'car school bus camp crunch cup', 'one', 'two', '30', '10', 'one']","[0.20938001573085785, 0.14532224833965302, 0.12993274629116058, 0.12993274629116058, 0.059014562517404556, 0.03779156506061554, 0.03666938468813896, 0.034950125962495804, 0.032541483640670776, 0.03208838775753975, 0.03170804679393768, 0.023836933076381683, 0.022397544234991074, 0.020280273631215096, 0.01738153211772442, 0.013427332043647766, 0.011811532080173492, 0.011533550918102264, 0.0, 0.0, 0.0, 0.0, 0.0]"
87,one blow job token – valentin day,"['blow job token', 'one']","[1.0, 0.0]",introduc blow job token boyfriend fiance husband thrill receiv token good one best blow job golden coin come purpl velvet case store later use 15 inch diamet plus cute font littl heart around edg wonder way show love peni serious thank blow job token never buy gift forget get someth birthday blow job token answer forgot anniversari blow job token broke christma use token liter give gift everyth rest life prepar give dome blow job token excel gift valentin day 2020 pair well valentin day card,"['blow job', 'boyfriend fiance husband', 'blow job', 'coin', 'blow job', 'gift', 'thank blow job token', 'life', 'purpl velvet case store', 'love', 'heart', 'diamet', 'gift', 'dome blow job token', 'way', 'gift', 'day card', 'pair', 'blow job token', 'liter', 'answer', '2020', '2020', '15', 'one']","[0.19320383667945862, 0.13443656265735626, 0.0786098763346672, 0.0694061890244484, 0.05009766295552254, 0.04632095247507095, 0.04576924815773964, 0.04207133129239082, 0.04058169573545456, 0.03685648366808891, 0.03641500324010849, 0.03641500324010849, 0.03189609572291374, 0.03189609572291374, 0.03075188398361206, 0.022442404180765152, 0.01802227646112442, 0.01802227646112442, 0.014123611152172089, 0.011330757290124893, 0.011330757290124893, 0.0, 0.0, 0.0, 0.0]"
88,edibl tarantula sale,['edibl tarantula sale'],[1.0],check edibl tarantula sale ever wonder tarantula edibl human eat spider answer yes buy can tarantula onlin zebra tarantula boil dehydr barbecu flavor free artifici color flavor keep delici natur spider tast plus great sourc protein eat spider get edibl tarantula sale get readi gross everyon famili,"['edibl tarantula sale', 'human eat spider answer', 'edibl tarantula sale', 'flavor', 'zebra tarantula boil', 'spider', 'color flavor', 'everyon famili', 'sourc protein', 'spider tast']","[0.3322695791721344, 0.12489914149045944, 0.09967983514070511, 0.09852292388677597, 0.08707588165998459, 0.0756072923541069, 0.07517948001623154, 0.05481981113553047, 0.027234267443418503, 0.024711787700653076]"
89,beer mug sunglass – green beer goggl,"['beer mug sunglass', 'beer goggl']","[0.5758325457572937, 0.4241674542427063]",beer mug sunglass perfect st patrick day tri blast st patti day parti green beer goggl make great addit green outfit magic happen put skip end rainbow find pot gold wear hilari glass beer mug sunglass stand much bet drunk random bastard give beer great st patrick day wear beer glass may luck irish,"['beer mug sunglass', 'outfit magic', 'blast', 'bastard', 'beer glass', 'beer', 'beer goggl', 'skip end rainbow', 'luck irish', 'beer mug sunglass', 'bet']","[0.290017306804657, 0.13890139758586884, 0.10791335999965668, 0.0854727253317833, 0.07647398114204407, 0.07470975071191788, 0.07421398907899857, 0.06515134871006012, 0.037109144032001495, 0.0266181118786335, 0.023418894037604332]"
90,can wifi,['wifi'],[1.0],novelti wifi becom collector item mani fan can wifi one funniest initi appear real new technolog breakthrough can noth could truth guest gift recipi explor detail humor becom overwhelm hilari fact can wifi even work airplan enjoy long term benefit can wifi oneoff joke quit contrari last work art collect convers piec someth you'll proud place coffe tabl book shelf kitchen live room bedroom bath room offic throw backpack suitcas everi time guest explor abund laugh follow give gift laughter perfect gift parti favor offic parti wed birthday holiday christma new year valentin day father day mother day graduat reunion hous warm corpor event anniversari gift babi shower wed shower bar mitzvah incent event cocktail parti beyond fun twist gift decor collect 100 pure humor uniqu keepsak proud share display perfect age 8 108 guarante novelti gift collector talk occas pass person person… yes prepar get camera readi curious face burst smile laughter batteri open requir premium qualiti perfect size gift display storag leav empti fill sand water dirt marbl bead dri bean flower doggi treat candi small item steel plate mirrorlik finish thread steel screw cap label come separ easi appli use “surefit” peelnstick strip high gloss design paper pleas note novelti product actual connect internet gift home decor item gag joke collect artwork convers piec book end candl pencil holder storag contain laugh generat 100 hilar it more… it person almost everyth need good laugh it gift giver need great gift doesn't know give unquestion funniest thing ever put materi demens ① plate mirror finish steel 4 14″ x 4 78″ diamet x height thread steel cap 1 34″ open ② design label high gloss high qualiti easi selfappli via surefit peelnstick strip label end packag contain one labelreadi decor 100 empti plus 1 easytoappli realli realli funni label mention it realli realli funni,"['truth guest gift', 'airplan', 'wifi', 'humor', 'technolog breakthrough', 'initi', 'detail', 'collector item mani fan', 'term', 'fact', 'benefit', 'anniversari gift', 'joke', 'guest', 'work art', 'tabl book shelf kitchen', 'room bedroom bath room offic throw backpack', 'gift laughter', 'abund laugh', 'twist gift decor', 'person person', 'event cocktail parti', 'parti', 'gift parti', 'realli realli funni', 'gift collector', 'humor', 'share display', 'shower', 'event', 'age', 'shower bar mitzvah', 'reunion', 'convers piec someth', 'smile laughter', 'screw cap label', 'plate', 'size gift display', 'gift', 'requir', 'doggi', 'sand water dirt', 'surefit', 'use', 'marbl bead dri bean flower', 'gift giver', 'leav empti', 'label', 'decor', 'cap', 'thing', 'strip label end packag', 'storag', 'internet gift home decor item gag joke', 'design paper pleas', 'piec book end candl pencil holder', 'artwork', 'novelti product', '4', '100', '100', '8 108', '78', '34', 'plus 1', '100', '14', 'one', 'one', '4', '1']","[0.07594256103038788, 0.05967424437403679, 0.05954891815781593, 0.050812285393476486, 0.044776350259780884, 0.044776350259780884, 0.044776350259780884, 0.044776350259780884, 0.044776350259780884, 0.044776350259780884, 0.04371283948421478, 0.01996951922774315, 0.019540749490261078, 0.019540749490261078, 0.01718350313603878, 0.01718350313603878, 0.01718350313603878, 0.016477810218930244, 0.016080355271697044, 0.01466519758105278, 0.01466519758105278, 0.014487084932625294, 0.014487084932625294, 0.014487084932625294, 0.013757004402577877, 0.013383859768509865, 0.013383859768509865, 0.013383859768509865, 0.0132211958989501, 0.0132211958989501, 0.011764489114284515, 0.011621380224823952, 0.011621380224823952, 0.0101897232234478, 0.008034064434468746, 0.0073730251751840115, 0.005909960716962814, 0.005909960716962814, 0.0057225716300308704, 0.005658425856381655, 0.005192293785512447, 0.005192293785512447, 0.005192293785512447, 0.005192293785512447, 0.005192293785512447, 0.004433285444974899, 0.004294167272746563, 0.0038737321738153696, 0.003402868751436472, 0.003103862050920725, 0.0029715627897530794, 0.002726438222452998, 0.0019545999821275473, 0.0019545999821275473, 0.0017167925834655762, 0.0017167925834655762, 0.0017167925834655762, 0.0017167925834655762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91,silver mors code bracelet – funni mors code phrase,"['code bracelet', 'code phrase']","[0.6514027118682861, 0.34859731793403625]",look beauti silver mors code bracelet want stylish way tell everyon fuck introduc silver mors code bracelet read “fuck off” bead bracelet great mother day gift funni valentin day gift birthday present girlfriend includ beauti sterl silver mors code bead thread thin leather wax cord bracelet come code chart confirm accuraci make diy bracelet imagin put pretti minimalist bracelet violà you'r subt tell everyon fuck mors code wear everywher wear motherinlaw boss offic divorc settlement child parentteach confer endless opportun communic mors code bracelet make feel empow control imagin world give liter everyon bird consequ foff mors code bracelet product specif size：adjust bracelet，bracelet size 16cm28cm63inch11inch，beads：2mm，design leav daili wear includ bath materials：sterl silver bead wax cord perfect gift choice： wrap classic jewelri gift box thought present best friend girl teen girl sister daughter mother granddaught birthday graduat mother day sweetest day halloween thanksgiv christma valentin day send surpris gift special one life let know care servic guarantee： 90day moneyback guarante reasonif problem purchas pleas feel free contact us help fix problem make full refund,"['code bracelet', 'bead bracelet', 'code bracelet', 'silver', 'silver', 'wax cord bracelet', 'way', 'fuck', 'gift', 'code bracelet', 'silver', 'mother', 'girlfriend', 'bracelet', 'world', 'bracelet', 'code bead thread', 'beads', 'diy bracelet imagin', 'code wear everywher wear', 'fuck', 'bracelet size', 'child', 'motherinlaw boss offic divorc settlement', 'accuraci', 'code chart', 'gift', 'mother', '16cm28cm63inch11inch', 'liter everyon bird', '2mm', 'design leav daili', 'empow control', 'code bracelet product specif size', 'best friend girl teen girl sister daughter', 'life', 'problem', 'fix problem', 'contact', 'pleas', 'care servic guarantee', 'refund', 'bead wax cord', 'gift box', 'gift choice', 'bath materials', 'jewelri', 'one', '90', '16', '2']","[0.08185289800167084, 0.08185289800167084, 0.08185289800167084, 0.06440190225839615, 0.06440190225839615, 0.04175523668527603, 0.04159398749470711, 0.04136674478650093, 0.026509955525398254, 0.026115231215953827, 0.025032391771674156, 0.025032391771674156, 0.02333376742899418, 0.021775929257273674, 0.021170539781451225, 0.02024630457162857, 0.018748831003904343, 0.01577755995094776, 0.014876794070005417, 0.014614693820476532, 0.01443756278604269, 0.013418546877801418, 0.012850762344896793, 0.012850762344896793, 0.012694819830358028, 0.012694819830358028, 0.012627406045794487, 0.011917093768715858, 0.011797793209552765, 0.011797793209552765, 0.011797793209552765, 0.011797793209552765, 0.01158949825912714, 0.010255864821374416, 0.008905023336410522, 0.008905023336410522, 0.0071029141545295715, 0.0071029141545295715, 0.0071029141545295715, 0.0062416610307991505, 0.0062416610307991505, 0.004943658132106066, 0.004456034861505032, 0.004012223333120346, 0.003914850298315287, 0.003914850298315287, 0.0023150986526161432, 0.0, 0.0, 0.0, 0.0]"
92,french bulldog birthday hat garland – frenchi parti decor,"['birthday hat garland', 'decor']","[0.6537261009216309, 0.34627392888069153]",introduc french bulldog birthday hat garland french bulldog deserv best parti decor special day celebr frenchi birthday style amaz garland cute instagramm garland featur pictur real french bulldog wear birthday hat ever seen birthday garland cute french bulldog birthday hat garland made usa highqual birthday parti garland guarante delight french bulldog lover see five hilari photo reproduct happi slurp frenchi face wear birthday hat print side onto heavi card stock hang decor wall mid air reus mani year come head approx 8″ x 6″ black white baker twine 7 feet long,"['parti decor', 'birthday hat garland french bulldog', 'birthday hat garland', 'birthday parti garland', 'bulldog', 'birthday hat', 'garland featur pictur', 'french bulldog lover', 'hilari photo', 'head', 'air reus mani', 'decor wall', 'reproduct happi slurp frenchi', 'baker twine', 'heavi card stock', 'birthday hat print side', 'five', '6', '8', '7']","[0.2088274210691452, 0.15140853822231293, 0.07653165608644485, 0.07653165608644485, 0.07213662564754486, 0.06819997727870941, 0.05134980008006096, 0.04778854176402092, 0.04778854176402092, 0.03623545542359352, 0.03623545542359352, 0.03623545542359352, 0.03311341628432274, 0.025505028665065765, 0.01605621725320816, 0.01605621725320816, 0.0, 0.0, 0.0, 0.0]"
93,dog dryer bag – dog groom hair dryer home,"['dog dryer bag', 'dog', 'hair dryer home']","[0.4578726589679718, 0.3705686032772064, 0.17155873775482178]",introduc dog dryer bag bag littl hole feet head dog put doggo bag fill bag air hair dryer bag poof air flow around dog dri fur pleas wash dog dog made spoil cuddl belong must pet make dog squeaki clean feel cute super soft dog dryer bag dog groom hair dryer perfect dri dog bath raini day walk swim get warm cold winter day plus dog fear blowdryer reduc sound final thing fun dog love,"['head dog', 'dog dryer bag bag littl', 'dog dog', 'bag', 'walk swim', 'cuddl', 'bag air hair dryer bag poof air flow', 'dog dri fur pleas', 'dog squeaki', 'dog fear blowdryer reduc', 'dog love', 'thing', 'dog dryer bag dog groom hair dryer', 'dog bath']","[0.29453110694885254, 0.23776112496852875, 0.07786119729280472, 0.07009951025247574, 0.04552457854151726, 0.04498564079403877, 0.044452864676713943, 0.044452864676713943, 0.04138205945491791, 0.022126441821455956, 0.022126441821455956, 0.022126441821455956, 0.018629595637321472, 0.01394015271216631]"
